external_gene_name	E11	E12	E13	E14	E15	E16	E18	P0	CtrlUnInj
CCDC12	84.055	107.825	106.13	112.46000000000001	88.455	92.05	81.66	79.13499999999999	25.11
CCDC120	8.835	19.380000000000003	24.04	24.33	33.290000000000006	45.59	35.755	46.945	2.55
CCDC121	0.025	0.0	0.015	0.025	0.055	0.07500000000000001	0.14500000000000002	0.355	0.905
CCDC122	0.5599999999999999	0.9950000000000001	1.4100000000000001	0.8049999999999999	0.645	0.515	0.495	1.245	4.755
CCDC124	154.55	205.89	196.49	221.315	233.12	207.18	214.93	218.59	58.42
CCDC125	1.605	1.795	1.53	1.275	0.77	0.96	0.6799999999999999	0.645	0.11000000000000001
CCDC126	2.485	4.1899999999999995	4.84	5.785	9.625	7.94	10.66	7.0	9.575
CCDC127	27.810000000000002	41.61	48.394999999999996	39.325	32.144999999999996	35.175	35.935	28.880000000000003	28.729999999999997
CCDC13	1.43	2.125	2.755	2.425	2.49	2.04	2.41	3.59	4.449999999999999
CCDC130	12.2	18.27	20.299999999999997	22.805	23.185	21.17	22.645	18.65	9.49
CCDC134	10.405000000000001	15.43	12.18	10.870000000000001	10.49	12.05	10.86	4.51	3.4850000000000003
CCDC136	11.620000000000001	21.7	24.005000000000003	33.06	37.425	39.025000000000006	40.795	59.480000000000004	104.45500000000001
CCDC137	23.295	25.215	28.585	25.630000000000003	15.21	22.53	18.925	12.030000000000001	12.770000000000001
CCDC138	7.385	10.059999999999999	11.309999999999999	9.684999999999999	4.555	7.970000000000001	6.76	4.800000000000001	2.6100000000000003
CCDC14	5.75	8.545	8.305	5.305	4.619999999999999	3.9050000000000002	4.16	1.56	1.15
CCDC141	1.51	2.255	2.54	2.6399999999999997	3.785	5.4399999999999995	4.615	5.135	6.595000000000001
CCDC144B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC146	0.03	0.19999999999999998	0.235	0.625	0.68	0.77	0.555	0.915	1.2149999999999999
CCDC148	0.71	0.56	2.0300000000000002	2.62	1.935	3.76	3.18	4.59	5.335
CCDC149	1.125	2.27	4.0649999999999995	4.545	5.725	7.14	7.425000000000001	9.385	16.634999999999998
CCDC15	4.88	5.470000000000001	6.915	6.79	4.34	5.67	5.215	3.4000000000000004	0.83
CCDC150	0.595	0.675	0.345	0.22	0.075	0.09000000000000001	0.06	0.11	0.11
CCDC151	2.1849999999999996	3.91	3.9699999999999998	3.1950000000000003	3.5949999999999998	3.615	3.275	4.47	1.8150000000000002
CCDC152	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.085	0.0
CCDC153	0.0	0.0	0.0	0.04	0.03	0.045	0.16	2.685	4.0649999999999995
CCDC154	0.0	0.03	0.01	0.01	0.0	0.01	0.0	0.03	0.025
CCDC155	0.33499999999999996	0.7	1.01	0.745	0.405	0.615	0.475	0.58	0.755
CCDC157	3.8899999999999997	4.42	6.555	5.16	2.25	5.67	4.09	5.5649999999999995	6.444999999999999
CCDC158	0.59	0.735	0.53	0.565	0.405	0.395	0.33	0.265	0.385
CCDC159	1.16	2.425	2.57	2.705	2.9400000000000004	3.985	3.0300000000000002	2.26	4.325
CCDC160	3.515	3.35	2.4349999999999996	1.9649999999999999	3.24	2.2199999999999998	2.67	2.5549999999999997	2.785
CCDC162	0.175	0.26	0.275	0.26	0.405	0.215	0.245	0.785	1.04
CCDC163	18.525	26.605	22.705	22.03	13.195	15.149999999999999	12.155	4.595	4.445
CCDC166	5.48	8.31	10.585	11.83	7.42	16.365	12.015	14.57	2.64
CCDC167	8.23	10.695	12.02	10.49	10.35	9.545	9.03	5.93	5.4
CCDC169	0.03	0.085	0.08	0.125	0.05	0.09	0.11499999999999999	0.055	0.42000000000000004
CCDC17	1.58	2.41	2.9	3.0300000000000002	2.815	3.445	2.045	3.06	1.605
CCDC170	0.030000000000000002	0.01	0.04	0.28	0.14500000000000002	0.23	0.125	0.34	0.46499999999999997
CCDC171	3.6799999999999997	4.395	5.96	4.705	4.205	4.695	5.5	1.88	1.21
CCDC172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
CCDC173	1.895	3.565	3.685	3.55	1.68	2.395	1.8199999999999998	1.1	2.3000000000000003
CCDC174	19.115000000000002	34.879999999999995	46.955	45.375	34.16	34.989999999999995	38.08	27.755	28.169999999999998
CCDC175	0.005	0.025	0.05	0.035	0.0	0.01	0.0	0.015	0.0
CCDC177	0.885	4.76	5.88	3.92	5.555	5.675000000000001	4.57	1.7199999999999998	3.08
CCDC178	0.005	0.0	0.0	0.0	0.005	0.005	0.0	0.04	0.0
CCDC18	3.8200000000000003	6.33	5.699999999999999	4.675	2.37	2.35	2.255	0.99	1.1
CCDC180	0.025	0.1	0.12000000000000001	0.315	0.07	0.35	0.175	0.325	0.49
CCDC181	7.59	14.649999999999999	15.715	14.91	18.884999999999998	18.205	19.810000000000002	22.259999999999998	18.955
CCDC182	0.245	0.45999999999999996	0.33499999999999996	0.29500000000000004	0.1	0.095	0.03	0.03	0.0
CCDC183	0.045	0.14	0.185	0.175	0.2	0.14500000000000002	0.2	0.31	0.0
CCDC184	3.125	9.629999999999999	18.83	24.115000000000002	51.485	37.41	44.89	68.605	12.385
CCDC185	0.005	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
CCDC186	7.73	14.77	21.16	21.25	20.81	22.125	26.975	15.134999999999998	21.68
CCDC187	0.01	0.08	0.385	0.25	0.155	0.14500000000000002	0.155	0.12000000000000001	0.72
CCDC189	3.195	5.005000000000001	4.685	4.825	4.4	4.17	3.78	4.375	1.2899999999999998
CCDC190	0.21	0.47	0.47	0.72	2.59	1.22	2.0250000000000004	1.0550000000000002	13.97
CCDC191	9.41	13.18	14.27	11.865	5.545	8.780000000000001	6.335000000000001	4.215	4.285
CCDC22	20.119999999999997	26.625	29.72	31.365000000000002	34.205	34.34	37.41	22.634999999999998	9.82
CCDC24	0.62	1.4449999999999998	1.545	1.38	1.19	1.145	1.455	0.955	0.335
CCDC25	25.18	37.04	33.765	30.735	15.84	26.96	22.1	20.475	31.91
CCDC27	0.02	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0
CCDC28A	3.84	4.75	5.57	5.83	8.185	7.425	7.145	6.645	20.705
CCDC28B	24.93	49.695	64.545	84.80000000000001	96.515	101.66499999999999	96.19999999999999	124.54499999999999	19.89
CCDC3	0.73	3.335	2.815	1.915	2.475	2.95	3.09	3.17	5.055
CCDC30	4.12	8.415	10.43	10.35	11.98	9.79	10.99	17.990000000000002	7.01
CCDC32	11.275	18.28	21.36	27.009999999999998	34.12	33.775	37.245	51.099999999999994	34.09
CCDC33	0.33999999999999997	0.8	1.62	1.23	0.655	0.845	0.675	1.135	0.91
CCDC34	33.34	47.545	55.885000000000005	45.955	31.634999999999998	29.46	29.96	22.875	8.58
CCDC34OS	0.11499999999999999	0.345	0.175	0.125	0.05	0.135	0.05	0.0	0.0
CCDC36	0.42000000000000004	0.63	1.065	0.94	0.8400000000000001	0.815	0.87	1.275	0.23
CCDC38	0.24	0.3	0.53	0.44999999999999996	0.33	0.37	0.38	0.345	0.025
CCDC39	1.21	2.7750000000000004	3.36	3.375	4.385	5.16	5.995	5.42	9.58
CCDC40	16.759999999999998	24.27	25.17	19.455	14.629999999999999	15.515	15.46	10.595	0.9750000000000001
CCDC42	0.74	0.5449999999999999	0.36	0.1	0.30000000000000004	0.26	0.135	0.55	0.575
CCDC43	34.650000000000006	45.230000000000004	46.525000000000006	38.27	34.4	38.56	39.75	29.16	19.325000000000003
CCDC47	41.855000000000004	56.925	75.385	66.995	62.925	76.43	80.10499999999999	68.28	60.35
CCDC50	30.16	48.269999999999996	53.165000000000006	43.045	50.79	39.295	50.055	14.41	23.509999999999998
CCDC51	7.615	12.165	11.915	15.295	17.130000000000003	14.780000000000001	15.445	5.755	3.815
CCDC54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0
CCDC57	4.49	5.49	6.42	5.1899999999999995	4.88	5.66	5.87	5.045	2.595
CCDC58	47.989999999999995	53.51	47.95	37.775	28.855	25.875	25.79	20.555	11.57
CCDC59	29.555	42.239999999999995	46.334999999999994	47.105	42.085	40.015	44.165	42.525	18.55
CCDC6	9.89	14.665	13.129999999999999	13.725	20.5	14.17	17.835	15.725	10.95
CCDC60	0.3	1.0150000000000001	0.745	0.77	0.86	0.96	0.825	1.415	0.13
CCDC61	13.965	21.814999999999998	27.725	18.884999999999998	12.99	17.265	14.165	14.71	2.655
CCDC62	4.1	4.99	5.925000000000001	6.55	4.515	5.890000000000001	4.295	3.5	1.8199999999999998
CCDC63	0.025	0.0	0.0	0.045	0.045	0.14500000000000002	0.065	0.07	0.55
CCDC65	0.48	0.885	1.3399999999999999	1.46	2.48	2.235	2.62	6.3149999999999995	2.8600000000000003
CCDC66	8.89	14.895	15.59	13.42	9.504999999999999	12.21	11.16	5.98	8.29
CCDC68	1.095	1.2850000000000001	0.47000000000000003	0.45499999999999996	0.425	0.435	0.425	0.28500000000000003	0.28500000000000003
CCDC69	0.27	0.195	0.225	0.28	0.325	0.275	0.29	0.2	0.305
CCDC70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
CCDC71	28.755	33.75	37.215	41.785	38.185	49.0	43.755	43.82	8.125
CCDC71L	0.925	4.125	4.2	2.105	4.695	4.465	4.345	3.425	8.809999999999999
CCDC73	2.02	4.824999999999999	7.68	8.08	8.04	5.58	6.925	3.685	4.5249999999999995
CCDC74A	3.8449999999999998	5.234999999999999	4.98	3.545	4.43	6.165	4.734999999999999	25.205	11.945
CCDC77	15.454999999999998	22.855	20.585	15.989999999999998	10.76	10.935	10.67	5.48	3.325
CCDC78	0.5650000000000001	0.31	0.5349999999999999	0.42000000000000004	0.115	0.36	0.145	0.885	0.16
CCDC7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
CCDC7B	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC8	4.529999999999999	15.305	8.495000000000001	6.07	3.0	5.725	5.38	1.49	0.71
CCDC80	6.48	14.190000000000001	7.515000000000001	5.335	14.305	19.24	20.89	16.02	2.66
CCDC81	0.005	0.1	0.19999999999999998	0.25	0.51	0.42	0.52	0.765	0.745
CCDC82	4.715	9.620000000000001	13.885	9.455	8.015	9.635	9.55	6.605	19.465
CCDC83	0.01	0.065	0.0	0.0	0.015	0.015	0.0	0.0	0.07
CCDC84	7.47	10.379999999999999	12.370000000000001	12.265	10.25	14.254999999999999	12.885	9.495000000000001	4.895
CCDC85A	1.68	3.115	4.87	6.775	9.36	14.805	13.8	30.16	40.835
CCDC85B	15.469999999999999	24.27	31.985	21.215	24.33	37.94	27.325	62.92	20.735
CCDC85C	0.205	5.25	2.97	0.565	0.62	1.965	0.815	2.305	6.57
CCDC86	24.744999999999997	23.53	21.975	18.380000000000003	11.45	15.975	14.365	12.485	2.5300000000000002
CCDC87	0.055	0.11	0.16	0.255	0.5	0.47	0.5549999999999999	0.875	0.84
CCDC88A	20.39	47.56	69.2	64.33500000000001	42.120000000000005	84.965	60.84	56.795	27.61
CCDC88B	0.15500000000000003	0.305	0.275	0.13	0.055	0.2	0.13	0.295	0.365
CCDC88C	8.18	14.2	16.965	11.055	7.08	10.504999999999999	9.945	5.1	3.885
CCDC89	1.2	1.96	1.855	1.31	1.465	1.0250000000000001	1.335	0.54	0.625
CCDC9	17.32	21.585	35.745	23.91	11.765	27.619999999999997	17.07	13.36	27.14
CCDC90B	34.935	56.375	63.19499999999999	62.08	59.05	52.025	56.730000000000004	38.835	19.875
CCDC91	14.02	19.5	24.825000000000003	26.085	29.4	28.585	30.605	28.645	21.200000000000003
CCDC92	7.605	13.94	17.585	18.2	23.07	26.380000000000003	27.31	35.224999999999994	33.42
CCDC92B	0.305	1.415	1.435	0.955	2.355	2.8	2.7	3.455	7.0249999999999995
CCDC93	6.79	8.379999999999999	9.219999999999999	8.83	5.85	10.045	8.59	4.425	6.51
CCDC96	2.0300000000000002	3.205	4.03	3.33	2.2	2.58	2.48	1.67	0.61
CCDC97	15.815000000000001	31.17	26.545	22.495	33.595	25.385	29.720000000000002	26.915	14.07
CCER1	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.025
CCER2	0.015	0.1	0.03	0.0	0.06	0.16999999999999998	0.06	0.675	1.12
CCHCR1	12.98	14.275	15.79	10.625	4.705	8.33	6.56	2.435	1.7550000000000001
CCIN	0.005	0.0	0.04	0.01	0.0	0.0	0.0	0.03	0.055
CCK	0.355	2.5949999999999998	8.315	20.13	22.145000000000003	23.57	20.195	137.04000000000002	264.91
CCKAR	0.395	1.74	1.5550000000000002	2.9	0.8099999999999999	0.565	0.365	0.41500000000000004	0.135
CCKBR	0.345	0.265	0.46499999999999997	0.33	1.22	1.29	1.255	3.66	18.765
CCL1	0.0	0.055	0.12	0.165	0.125	0.05	0.225	0.245	0.0
CCL11	0.0	0.0	0.0	0.08499999999999999	0.02	0.065	0.0	0.08	0.09
CCL12	0.295	0.71	0.84	0.39	1.46	0.605	1.075	7.9	1.15
CCL17	0.0	0.0	0.35	0.16	0.265	0.6950000000000001	0.075	4.16	0.53
CCL19	0.08	0.085	0.09	0.255	0.09	0.395	0.16499999999999998	0.0	0.19
CCL2	0.135	0.5349999999999999	0.445	0.615	0.465	0.34	0.26	1.25	0.735
CCL20	0.0	0.0	0.0	0.035	0.0	0.07	0.0	0.09	0.08
CCL21A	0.13	0.26	0.11	0.475	0.5700000000000001	0.685	0.605	0.44999999999999996	0.0
CCL21B	0.0	0.195	0.0	0.0	0.105	0.0	0.0	0.0	0.595
CCL22	0.0	0.0	0.0	0.0	0.0	0.02	0.03	0.06	0.16
CCL24	0.24	0.45	0.79	0.785	0.785	0.54	0.8300000000000001	1.33	0.125
CCL25	8.2	11.73	10.96	14.16	9.54	12.645	10.254999999999999	14.375	6.85
CCL26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL27A	26.16	56.325	99.85	138.805	166.38	178.31	168.36	260.185	151.535
CCL27B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585
CCL28	0.05	0.165	0.155	0.19	0.15	0.24	0.155	0.135	1.655
CCL3	0.32	0.62	0.59	0.69	0.7	1.1	1.23	1.225	0.2
CCL4	0.24	0.215	0.13	0.145	0.235	0.355	0.395	0.725	0.0
CCL5	0.06	0.06	0.0	0.09	0.335	0.05	0.25	0.875	0.265
CCL6	1.16	0.6699999999999999	0.5549999999999999	0.8	1.195	1.63	1.56	3.04	2.09
CCL7	0.10500000000000001	0.27	0.275	0.095	0.5650000000000001	0.345	0.33999999999999997	1.8199999999999998	0.13
CCL8	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.22499999999999998	0.0
CCL9	0.515	0.9299999999999999	0.6	0.515	1.335	1.1600000000000001	1.6400000000000001	2.465	2.715
CCM2	56.34	74.81	74.77000000000001	72.245	79.64	88.0	83.41499999999999	71.735	24.695
CCM2L	0.45	0.925	1.27	0.5349999999999999	0.79	0.8600000000000001	0.87	0.935	1.4849999999999999
CCNA1	0.9750000000000001	2.46	2.19	1.98	1.275	1.37	1.335	2.9050000000000002	0.32
CCNA2	149.325	263.78999999999996	208.005	153.215	107.13999999999999	78.945	88.495	17.45	1.58
CCNB1	277.06	362.70000000000005	287.21500000000003	235.865	159.42000000000002	112.52000000000001	125.49	20.8	0.515
CCNB1IP1	0.01	0.0	0.0	0.015	0.045	0.095	0.0	0.055	0.035
CCNB2	124.49000000000001	176.235	144.0	121.06	74.59	61.099999999999994	61.235	15.08	0.53
CCNB3	0.005	0.02	0.005	0.005	0.005	0.005	0.005	0.005	0.0
CCNC	31.08	56.230000000000004	53.88	58.155	61.64	55.905	61.19500000000001	42.295	40.14
CCND1	128.325	192.345	189.36	98.39	52.245000000000005	30.75	41.53	21.79	14.59
CCND2	130.11	294.875	278.405	340.95000000000005	321.645	247.625	284.38	72.95	12.745000000000001
CCND3	165.72	213.825	107.9	59.665000000000006	53.915	51.415	56.66	48.144999999999996	8.505
CCNDBP1	17.295	31.85	38.225	51.230000000000004	68.16	65.91	67.44999999999999	70.87	44.44
CCNE1	63.254999999999995	55.4	36.16	24.065	14.955	12.585	13.42	8.56	10.11
CCNE2	38.855000000000004	60.42	48.695	34.345	25.315	21.36	23.840000000000003	5.515000000000001	7.6
CCNF	76.0	92.68	72.555	52.36	28.45	26.63	27.689999999999998	4.8100000000000005	1.2449999999999999
CCNG1	18.53	32.59	30.185000000000002	23.775	29.865	24.755	32.75	23.185	75.195
CCNG2	23.59	65.54	104.625	112.75999999999999	124.68	150.595	150.33499999999998	41.365	33.78
CCNH	65.26	95.63	103.295	95.025	94.15	91.05	99.245	66.82000000000001	71.445
CCNI	58.485	137.54500000000002	155.77	143.005	169.66	175.93	174.96499999999997	104.66999999999999	213.665
CCNJ	21.225	31.705000000000002	31.985	23.89	14.864999999999998	19.23	18.119999999999997	7.66	4.03
CCNJL	19.465000000000003	24.905	17.604999999999997	12.05	6.925000000000001	10.385	9.365	2.895	1.05
CCNK	1.875	4.26	4.105	3.885	7.8149999999999995	2.62	4.85	1.75	9.125
CCNL1	56.125	100.625	109.33000000000001	75.37	67.69	69.72999999999999	76.66	44.095	42.82
CCNL2	90.965	138.375	164.315	144.02	111.725	143.67000000000002	136.665	49.86	35.995
CCNO	1.2550000000000001	4.835	4.36	2.605	1.525	1.4449999999999998	1.09	2.495	0.595
CCNT1	32.995000000000005	50.92	51.14	54.565	47.405	57.05	59.31	35.055	17.555
CCNT2	52.86	91.255	96.24000000000001	98.935	49.495	91.805	71.275	15.245	33.49
CCNY	6.880000000000001	14.975	13.08	12.15	15.14	13.149999999999999	13.945	12.21	54.655
CCNYL1	3.825	9.0	4.99	3.5650000000000004	5.71	3.565	4.62	2.7199999999999998	12.65
CCP110	23.07	20.525	39.765	29.59	12.68	24.455	22.595	8.209999999999999	41.255
CCPG1	8.535	15.690000000000001	22.59	26.82	29.155	38.755	40.945	30.689999999999998	57.849999999999994
CCPG1OS	9.280000000000001	14.405	18.255000000000003	22.165	22.814999999999998	18.775	20.595	17.645	9.275
CCR1	0.365	0.48	0.675	0.52	0.875	0.4	0.61	0.65	0.235
CCR10	0.005	0.07	0.075	0.055	0.055	0.135	0.075	0.16	0.06
CCR1L1	0.0	0.0	0.0	0.0	0.055	0.0	0.04	0.015	0.0
CCR2	0.075	0.125	0.21500000000000002	0.115	0.14	0.16	0.05	0.06	0.255
CCR3	0.0	0.0	0.0	0.01	0.015	0.01	0.01	0.015	0.025
CCR4	0.005	0.01	0.0	0.0	0.01	0.0	0.01	0.0	0.0
CCR5	0.185	0.32	0.5249999999999999	0.26	0.485	0.49	0.545	0.53	3.99
CCR6	0.0	0.0	0.045	0.02	0.0	0.0	0.0	0.0	0.225
CCR7	0.15000000000000002	0.12	0.08	0.06999999999999999	0.015	0.0	0.085	0.105	0.0
CCR8	0.0	0.0	0.0	0.02	0.0	0.0	0.03	0.04	0.0
CCR9	0.034999999999999996	0.045	0.060000000000000005	0.095	0.155	0.135	0.32999999999999996	0.28500000000000003	0.10500000000000001
CCRL2	0.385	0.765	0.67	0.5700000000000001	0.99	0.835	0.8500000000000001	0.745	0.74
CCS	20.4	24.635	23.825	29.865000000000002	30.064999999999998	26.435000000000002	28.13	33.935	10.685
CCSAP	4.2	8.115	9.91	5.734999999999999	4.99	6.8100000000000005	5.17	8.74	21.240000000000002
CCSER1	1.98	10.445	13.905	14.875	11.295	20.9	13.015	7.04	5.0600000000000005
CCSER2	11.835	24.88	30.495	43.8	49.129999999999995	71.94	68.345	73.67	34.62
CCT2	160.47500000000002	221.265	209.635	224.78	247.93	212.89499999999998	239.695	188.85500000000002	85.06
CCT3	485.97	601.8050000000001	528.78	524.71	509.70500000000004	440.78499999999997	472.145	380.485	89.97500000000001
CCT4	232.42000000000002	334.225	294.67499999999995	278.0	325.77	271.82500000000005	328.885	229.37	120.325
CCT5	429.655	545.28	504.26	494.90999999999997	543.3800000000001	443.21500000000003	507.65500000000003	426.26	98.92
CCT6A	393.165	495.865	454.53999999999996	448.2	462.895	407.765	470.93	402.475	104.1
CCT6B	0.175	0.375	0.33499999999999996	0.25	0.21	0.21000000000000002	0.28	0.2	0.10500000000000001
CCT7	305.635	391.70000000000005	376.3	418.71000000000004	461.28499999999997	394.735	436.755	356.26	78.1
CCT8	380.685	492.695	439.995	443.2	436.83	376.485	434.23	304.37	158.78
CCT8L1	0.03	0.02	0.065	0.045	0.03	0.15	0.08	0.01	0.07
CCZ1	50.480000000000004	81.555	80.315	72.21000000000001	75.315	67.83500000000001	73.185	64.265	29.564999999999998
CD101	0.015	0.05	0.04	0.05500000000000001	0.025	0.065	0.03	0.045	0.075
CD109	2.3	3.955	3.185	1.5750000000000002	1.525	1.095	1.54	0.87	0.72
CD14	0.485	0.78	0.77	0.185	0.66	0.41	0.665	1.205	1.075
CD151	7.765000000000001	30.085	9.775	8.52	42.965	10.24	28.049999999999997	9.67	13.565000000000001
CD160	0.065	0.04	0.16	0.07500000000000001	0.245	0.125	0.265	0.07	0.0
CD163	0.005	0.0	0.01	0.02	0.125	0.2	0.535	0.98	0.245
CD163L1	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.015	0.015
CD164	69.015	104.43	88.14500000000001	66.525	73.33	55.325	72.64	38.015	63.440000000000005
CD164L2	0.67	0.085	0.39	0.195	0.43999999999999995	0.52	0.6699999999999999	3.575	1.805
CD177	0.02	0.025	0.09	0.05	0.08	0.05	0.07	0.16	0.02
CD180	0.035	0.4	0.435	0.315	1.03	0.175	0.93	0.46499999999999997	1.6099999999999999
CD19	0.05	0.03	0.02	0.01	0.05	0.03	0.065	0.015	0.0
CD1D1	10.565000000000001	25.345	46.035	66.695	31.15	70.39	45.66	15.945	1.115
CD1D2	0.32999999999999996	0.42	1.04	0.615	0.25	0.46499999999999997	0.175	0.08	0.0
CD2	0.01	0.0	0.0	0.0	0.315	0.19	0.43	0.22	0.19
CD200	4.705	23.975	49.785	94.41499999999999	185.56	169.64499999999998	199.25	371.28999999999996	111.16
CD200R1	0.2	0.325	0.365	0.225	0.755	0.37	0.685	0.29500000000000004	0.795
CD200R2	0.0	0.0	0.0	0.04	0.015	0.0	0.0	0.03	0.08
CD200R3	0.01	0.0	0.0	0.0	0.035	0.045	0.09	0.15000000000000002	0.0
CD200R4	0.035	0.17	0.105	0.04	0.035	0.015	0.06	0.175	0.395
CD207	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0
CD209A	0.0	0.0	0.0	0.0	0.02	0.03	0.02	0.06	0.325
CD209B	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.115	0.0
CD209C	0.225	0.72	0.32	0.385	0.275	0.52	0.345	0.13	0.135
CD209D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
CD209E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD209F	0.0	0.0	0.0	0.045	0.265	0.11	0.25	0.5800000000000001	0.395
CD209G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.05
CD22	0.0	0.005	0.0	0.0	0.0	0.05	0.0	0.04	0.19
CD226	0.125	0.41000000000000003	0.20500000000000002	0.275	0.09	0.18	0.095	0.065	0.015
CD247	0.685	1.625	1.4649999999999999	1.1600000000000001	1.0350000000000001	1.26	1.56	0.39999999999999997	0.185
CD248	9.265	25.59	14.05	6.08	12.29	9.015	13.155	14.879999999999999	1.17
CD24A	105.44	278.79499999999996	426.46000000000004	585.3399999999999	1045.375	773.4549999999999	985.8050000000001	654.905	13.790000000000001
CD27	0.7749999999999999	1.395	1.415	1.44	0.255	1.47	0.23	0.17	0.0
CD274	0.16	0.32999999999999996	0.495	0.33	0.51	0.595	0.8	0.51	0.9199999999999999
CD276	17.505	27.82	27.975	20.985	22.175	24.985	25.865000000000002	21.075000000000003	2.96
CD28	0.03	0.055	0.125	0.035	0.21500000000000002	0.09	0.185	0.05	0.11
CD2AP	5.390000000000001	8.61	6.945	4.785	4.005	4.43	4.67	2.045	11.995000000000001
CD2BP2	48.155	64.59	69.01	62.48	53.515	59.845	59.375	41.715	24.65
CD300A	0.47	0.395	0.455	0.38	0.72	0.53	0.6799999999999999	1.065	0.915
CD300C	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.035	0.0
CD300C2	0.165	0.5700000000000001	0.5900000000000001	0.51	1.335	1.175	1.08	2.215	3.615
CD300E	0.0	0.0	0.015	0.0	0.01	0.035	0.015	0.05500000000000001	0.025
CD300LB	0.0	0.055	0.01	0.05	0.035	0.095	0.035	0.015	0.035
CD300LD	0.045	0.0	0.05	0.04	0.01	0.035	0.0	0.030000000000000002	0.075
CD300LD3	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.26
CD300LD4	0.0	0.01	0.0	0.0	0.015	0.03	0.0	0.01	0.015
CD300LF	0.05	0.045	0.09	0.065	0.0	0.055	0.0	0.1	0.01
CD300LG	0.1	0.22499999999999998	0.165	0.24	0.1	0.19	0.21500000000000002	0.2	0.1
CD302	6.255000000000001	8.8	9.280000000000001	6.935	10.445	8.04	10.39	17.91	29.740000000000002
CD320	49.015	56.41	46.775000000000006	54.845	67.17500000000001	53.655	54.325	47.135000000000005	9.965
CD33	0.185	0.575	0.385	0.33	0.37	0.5	0.45	0.865	2.925
CD34	32.019999999999996	41.93	29.884999999999998	27.060000000000002	29.59	21.335	27.14	19.71	44.375
CD36	0.12	0.565	0.5700000000000001	0.45499999999999996	1.135	0.515	1.13	0.87	0.95
CD37	0.585	0.675	1.0350000000000001	0.9400000000000001	0.9949999999999999	1.21	1.115	1.92	1.46
CD38	3.88	5.33	3.145	2.085	2.575	1.52	2.61	1.93	4.390000000000001
CD3D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0
CD3E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0
CD3EAP	23.335	23.77	25.939999999999998	25.17	20.555	26.085	23.955	24.005000000000003	7.260000000000001
CD3G	0.0	0.105	0.13	0.0	0.145	0.0	0.235	0.0	0.3
CD4	0.055	0.13	0.11	0.065	0.28500000000000003	0.08	0.28500000000000003	0.415	3.5300000000000002
CD40	2.71	3.215	3.08	4.95	6.525	4.35	5.74	4.87	0.865
CD40LG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD44	1.4	1.725	1.76	1.17	1.81	1.355	1.7799999999999998	2.785	1.425
CD46	0.41000000000000003	0.8099999999999999	0.93	1.0550000000000002	0.765	0.995	0.985	0.78	3.15
CD47	18.195	35.075	45.115	54.36	81.775	85.85499999999999	89.33500000000001	123.32499999999999	56.805
CD48	0.11000000000000001	0.04	0.5800000000000001	0.565	0.8500000000000001	0.8300000000000001	0.88	0.885	1.4300000000000002
CD5	0.01	0.04	0.015	0.055	0.15	0.09	0.08	0.14	0.025
CD52	2.475	2.015	3.175	1.98	1.5	1.405	0.935	3.7199999999999998	4.325
CD53	1.415	1.9649999999999999	2.21	1.85	3.6950000000000003	2.785	3.6100000000000003	6.1850000000000005	11.93
CD55	0.7949999999999999	1.44	1.93	1.875	3.3200000000000003	3.24	3.705	6.27	8.2
CD55B	0.0	0.0	0.045	0.0	0.0	0.03	0.0	0.02	0.0
CD59A	10.684999999999999	17.845	12.645	6.57	5.41	4.33	5.380000000000001	8.27	10.55
